plot,Date,Time,month,day,hour,min,treatment,temp
1,2023-06-23,01:48:48,6,23,1,48,warming,5
1,2023-06-23,02:48:48,6,23,2,48,warming,5
1,2023-06-23,03:48:48,6,23,3,48,warming,4.5
1,2023-06-23,04:48:48,6,23,4,48,warming,5
1,2023-06-23,05:48:48,6,23,5,48,warming,5
1,2023-06-23,06:48:48,6,23,6,48,warming,5.5
1,2023-06-23,07:48:48,6,23,7,48,warming,7
1,2023-06-23,08:48:48,6,23,8,48,warming,9
1,2023-06-23,09:48:48,6,23,9,48,warming,13.5
1,2023-06-23,10:48:48,6,23,10,48,warming,17.5
1,2023-06-23,11:48:48,6,23,11,48,warming,20
1,2023-06-23,12:48:48,6,23,12,48,warming,23
1,2023-06-23,13:48:48,6,23,13,48,warming,23
1,2023-06-23,14:48:48,6,23,14,48,warming,24
1,2023-06-23,15:48:48,6,23,15,48,warming,26.5
1,2023-06-23,16:48:48,6,23,16,48,warming,26.5
1,2023-06-23,17:48:48,6,23,17,48,warming,23.5
1,2023-06-23,18:48:48,6,23,18,48,warming,16.5
1,2023-06-23,19:48:48,6,23,19,48,warming,17.5
1,2023-06-23,20:48:48,6,23,20,48,warming,16
1,2023-06-23,21:48:48,6,23,21,48,warming,14.5
1,2023-06-23,22:48:48,6,23,22,48,warming,13
1,2023-06-23,23:48:48,6,23,23,48,warming,12
1,2023-06-24,00:48:48,6,24,0,48,warming,11.5
1,2023-06-24,01:48:48,6,24,1,48,warming,11
1,2023-06-24,02:48:48,6,24,2,48,warming,10.5
1,2023-06-24,03:48:48,6,24,3,48,warming,10.5
1,2023-06-24,04:48:48,6,24,4,48,warming,10.5
1,2023-06-24,05:48:48,6,24,5,48,warming,11
1,2023-06-24,06:48:48,6,24,6,48,warming,12
1,2023-06-24,07:48:48,6,24,7,48,warming,13.5
1,2023-06-24,08:48:48,6,24,8,48,warming,16
1,2023-06-24,09:48:48,6,24,9,48,warming,19
1,2023-06-24,10:48:48,6,24,10,48,warming,22
1,2023-06-24,11:48:48,6,24,11,48,warming,24.5
1,2023-06-24,12:48:48,6,24,12,48,warming,26.5
1,2023-06-24,13:48:48,6,24,13,48,warming,25.5
1,2023-06-24,14:48:48,6,24,14,48,warming,28.5
1,2023-06-24,15:48:48,6,24,15,48,warming,28
1,2023-06-24,16:48:48,6,24,16,48,warming,27.5
1,2023-06-24,17:48:48,6,24,17,48,warming,26
1,2023-06-24,18:48:48,6,24,18,48,warming,25
1,2023-06-24,19:48:48,6,24,19,48,warming,23
1,2023-06-24,20:48:48,6,24,20,48,warming,21
1,2023-06-24,21:48:48,6,24,21,48,warming,19
1,2023-06-24,22:48:48,6,24,22,48,warming,18
1,2023-06-24,23:48:48,6,24,23,48,warming,15
1,2023-06-25,00:48:48,6,25,0,48,warming,13.5
1,2023-06-25,01:48:48,6,25,1,48,warming,13
1,2023-06-25,02:48:48,6,25,2,48,warming,12
1,2023-06-25,03:48:48,6,25,3,48,warming,12
1,2023-06-25,04:48:48,6,25,4,48,warming,11
1,2023-06-25,05:48:48,6,25,5,48,warming,10.5
1,2023-06-25,06:48:48,6,25,6,48,warming,10.5
1,2023-06-25,07:48:48,6,25,7,48,warming,11.5
1,2023-06-25,08:48:48,6,25,8,48,warming,11.5
1,2023-06-25,09:48:48,6,25,9,48,warming,15
1,2023-06-25,10:48:48,6,25,10,48,warming,19
1,2023-06-25,11:48:48,6,25,11,48,warming,22.5
1,2023-06-25,12:48:48,6,25,12,48,warming,25
1,2023-06-25,13:48:48,6,25,13,48,warming,24.5
1,2023-06-25,14:48:48,6,25,14,48,warming,27
1,2023-06-25,15:48:48,6,25,15,48,warming,26.5
1,2023-06-25,16:48:48,6,25,16,48,warming,26
1,2023-06-25,17:48:48,6,25,17,48,warming,25
1,2023-06-25,18:48:48,6,25,18,48,warming,22
1,2023-06-25,19:48:48,6,25,19,48,warming,19.5
1,2023-06-25,20:48:48,6,25,20,48,warming,16.5
1,2023-06-25,21:48:48,6,25,21,48,warming,14
1,2023-06-25,22:48:48,6,25,22,48,warming,12
1,2023-06-25,23:48:48,6,25,23,48,warming,11
1,2023-06-26,00:48:48,6,26,0,48,warming,10.5
1,2023-06-26,01:48:48,6,26,1,48,warming,10
1,2023-06-26,02:48:48,6,26,2,48,warming,9.5
1,2023-06-26,03:48:48,6,26,3,48,warming,9
1,2023-06-26,04:48:48,6,26,4,48,warming,9
1,2023-06-26,05:48:48,6,26,5,48,warming,10
1,2023-06-26,06:48:48,6,26,6,48,warming,11
1,2023-06-26,07:48:48,6,26,7,48,warming,12.5
1,2023-06-26,08:48:48,6,26,8,48,warming,16
1,2023-06-26,09:48:48,6,26,9,48,warming,19.5
1,2023-06-26,10:48:48,6,26,10,48,warming,23.5
1,2023-06-26,11:48:48,6,26,11,48,warming,26.5
1,2023-06-26,12:48:48,6,26,12,48,warming,29.5
1,2023-06-26,13:48:48,6,26,13,48,warming,29
1,2023-06-26,14:48:48,6,26,14,48,warming,31.5
1,2023-06-26,15:48:48,6,26,15,48,warming,32
1,2023-06-26,16:48:48,6,26,16,48,warming,26.5
1,2023-06-26,17:48:48,6,26,17,48,warming,24.5
1,2023-06-26,18:48:48,6,26,18,48,warming,24.5
1,2023-06-26,19:48:48,6,26,19,48,warming,23
1,2023-06-26,20:48:48,6,26,20,48,warming,19.5
1,2023-06-26,21:48:48,6,26,21,48,warming,17
1,2023-06-26,22:48:48,6,26,22,48,warming,15
1,2023-06-26,23:48:48,6,26,23,48,warming,14
1,2023-06-27,00:48:48,6,27,0,48,warming,13
1,2023-06-27,01:48:48,6,27,1,48,warming,12
1,2023-06-27,02:48:48,6,27,2,48,warming,11.5
1,2023-06-27,03:48:48,6,27,3,48,warming,11.5
1,2023-06-27,04:48:48,6,27,4,48,warming,11
1,2023-06-27,05:48:48,6,27,5,48,warming,11.5
1,2023-06-27,06:48:48,6,27,6,48,warming,12.5
1,2023-06-27,07:48:48,6,27,7,48,warming,14.5
1,2023-06-27,08:48:48,6,27,8,48,warming,17.5
1,2023-06-27,09:48:48,6,27,9,48,warming,21
1,2023-06-27,10:48:48,6,27,10,48,warming,25.5
1,2023-06-27,11:48:48,6,27,11,48,warming,30
1,2023-06-27,12:48:48,6,27,12,48,warming,34
1,2023-06-27,13:48:48,6,27,13,48,warming,32.5
1,2023-06-27,14:48:48,6,27,14,48,warming,34.5
1,2023-06-27,15:48:48,6,27,15,48,warming,34.5
1,2023-06-27,16:48:48,6,27,16,48,warming,33.5
1,2023-06-27,17:48:48,6,27,17,48,warming,31.5
1,2023-06-27,18:48:48,6,27,18,48,warming,28.5
1,2023-06-27,19:48:48,6,27,19,48,warming,26.5
1,2023-06-27,20:48:48,6,27,20,48,warming,22.5
1,2023-06-27,21:48:48,6,27,21,48,warming,19.5
1,2023-06-27,22:48:48,6,27,22,48,warming,17.5
1,2023-06-27,23:48:48,6,27,23,48,warming,16.5
1,2023-06-28,00:48:48,6,28,0,48,warming,15
1,2023-06-28,01:48:48,6,28,1,48,warming,14.5
1,2023-06-28,02:48:48,6,28,2,48,warming,13.5
1,2023-06-28,03:48:48,6,28,3,48,warming,13
1,2023-06-28,04:48:48,6,28,4,48,warming,13
1,2023-06-28,05:48:48,6,28,5,48,warming,13
1,2023-06-28,06:48:48,6,28,6,48,warming,14.5
1,2023-06-28,07:48:48,6,28,7,48,warming,16.5
1,2023-06-28,08:48:48,6,28,8,48,warming,19
1,2023-06-28,09:48:48,6,28,9,48,warming,23
1,2023-06-28,10:48:48,6,28,10,48,warming,28
1,2023-06-28,11:48:48,6,28,11,48,warming,31.5
1,2023-06-28,12:48:48,6,28,12,48,warming,34.5
1,2023-06-28,13:48:48,6,28,13,48,warming,32.5
1,2023-06-28,14:48:48,6,28,14,48,warming,36.5
1,2023-06-28,15:48:48,6,28,15,48,warming,37
1,2023-06-28,16:48:48,6,28,16,48,warming,36
1,2023-06-28,17:48:48,6,28,17,48,warming,32.5
